URL,Title,Description,Genre
https://www.rottentomatoes.com/m/his_house,His House,"A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/indiana_jones_and_the_dial_of_destiny,Indiana Jones and the Dial of Destiny,"Daredevil archaeologist Indiana Jones races against time to retrieve a legendary dial that can change the course of history. Accompanied by his goddaughter, he soon finds himself squaring off against Jürgen Voller, a former Nazi who works for NASA.","Adventure, 
                            
                            Action"
https://www.rottentomatoes.com/m/token_taverns,Token Taverns,"""Token Taverns"" is a documentary exploring the growth of arcade bars and what this growing trend is all about. ""Token Taverns"" centers on 3 arcade bars and their owners over 2 years as they try to thrive and survive through a global pandemic.",Documentary
https://www.rottentomatoes.com/m/aftersun,Aftersun,"At a fading vacation resort, 11-year-old Sophie treasures rare time together with her loving and idealistic father, Calum (Paul Mescal). As a world of adolescence creeps into view, beyond her eye Calum struggles under the weight of life outside of fatherhood. Twenty years later, Sophie's tender recollections of their last holiday become a powerful and heartrending portrait of their relationship, as she tries to reconcile the father she knew with the man she didn't, in Charlotte Wells' superb and searingly emotional debut film.",Drama
https://www.rottentomatoes.com/m/the_black_demon,The Black Demon,"Josh Lucas (Ford v Ferrari, Yellowstone) stars in this edge-of-your-seat action thriller from the director of Rambo: Last Blood. Oilman Paul Sturges' (Josh Lucas) idyllic family vacation turns into a nightmare when they encounter a ferocious megalodon shark that will stop at nothing to protect its territory. Stranded and under constant attack, Paul and his family must somehow find a way to get his family back to shore alive before it strikes again in this epic battle between humans and nature.","Mystery & thriller, 
                            
                            Action, 
                            
                            Horror"
https://www.rottentomatoes.com/m/the_fallen_bridge,The Fallen Bridge,"A bridge in the busy city of Huangque collapses in broad daylight. From the wrecks, investigators discover a skeleton of a kneeling man and a whistleblowing letter revealing corruption behind this fatally flawed construction. The deceased is the bridge's chief architect reported missing for years whose daughter Wen Xiaoyu has been adopted by his schoolfriend. At the funeral, she gets approached by a young worker Meng Chao, who claims to have witnessed the murder of her father and is only willing to help without involving the police. Xiaoyu signs up for the secret joint investigation. The ugly truth they eventually unearth deeply infuriates Xiaoyu. She decides penalty from authorities won't satisfy her as much as taking vengeance into her own hands. But Chao's next move reminds her of what's worth living for after losing everything and all loved ones.","Crime, 
                            
                            Drama"
https://www.rottentomatoes.com/m/spider_man_across_the_spider_verse,Spider-Man: Across the Spider-Verse,"Miles Morales returns for the next chapter of the Oscar®-winning Spider-Verse saga, an epic adventure that will transport Brooklyn's full-time, friendly neighborhood Spider-Man across the Multiverse to join forces with Gwen Stacy and a new team of Spider-People to face off with a villain more powerful than anything they have ever encountered.","Kids & family, 
                            
                            Action, 
                            
                            Adventure, 
                            
                            Comedy, 
                            
                            Fantasy, 
                            
                            Animation"
https://www.rottentomatoes.com/m/guardians_of_the_galaxy_vol_3,Guardians of the Galaxy Vol. 3,"In Marvel Studios ""Guardians of the Galaxy Vol. 3"" our beloved band of misfits are looking a bit different these days. Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","Sci-fi, 
                            
                            Adventure, 
                            
                            Action, 
                            
                            Fantasy, 
                            
                            Comedy"
https://www.rottentomatoes.com/m/huesera_the_bone_woman,Huesera: The Bone Woman,"Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in, she's forced deeper into a chilling world of dark magic that threatens to consume her.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/65,65,"After a catastrophic crash on an unknown planet, pilot Mills (Adam Driver) quickly discovers he’s actually stranded on Earth... 65 million years ago. Now, with only one chance at rescue, Mills and the only other survivor, Koa (Ariana Greenblatt), must make their way across an unknown terrain riddled with dangerous prehistoric creatures in an epic fight to survive.","Sci-fi, 
                            
                            Adventure, 
                            
                            Action, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/red_white_and_royal_blue,"Red, White & Royal Blue","Alex Claremont-Diaz (Taylor Zakhar Perez), the son of the President of the United States (Uma Thurman), and Britain's Prince Henry (Nicholas Galitzine) have a lot in common: Stunning good looks, undeniable charisma, international popularity... and a total disdain for each other. Separated by an ocean, their long-running feud hasn't really been an issue, until a disastrous--and very public--altercation at a royal event becomes tabloid fodder, driving a potential wedge in U.S./British relations at the worst possible time. Going into damage-control mode, their families and handlers force the two rivals into a staged ""truce."" But as Alex and Henry's icy relationship unexpectedly begins to thaw into a tentative friendship, the friction that existed between them sparks something deeper than they ever expected. Based on Casey McQuiston's critically acclaimed New York Times best seller, Red, White & Royal Blue marks the feature film writing and directing debut of Tony Award-winning playwright Matthew López (The Inheritance).","Romance, 
                            
                            Comedy"
https://www.rottentomatoes.com/m/top_gun_maverick,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, Pete “Maverick” Mitchell (Tom Cruise) is where he belongs, pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground him. When he finds himself training a detachment of Top Gun graduates for a specialized mission the likes of which no living pilot has ever seen, Maverick encounters Lt. Bradley Bradshaw (Miles Teller), call sign: “Rooster,” the son of Maverick’s late friend and Radar Intercept Officer Lt. Nick Bradshaw, aka “Goose”.

Facing an uncertain future and confronting the ghosts of his past, Maverick is drawn into a confrontation with his own deepest fears, culminating in a mission that demands the ultimate sacrifice from those who will be chosen to fly it.","Action, 
                            
                            Adventure"
https://www.rottentomatoes.com/m/dungeons_and_dragons_honor_among_thieves,Dungeons & Dragons: Honor Among Thieves,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people. Dungeons & Dragons: Honor Among Thieves brings the rich world and playful spirit of the legendary roleplaying game to the big screen in a hilarious and action-packed adventure.","Fantasy, 
                            
                            Adventure, 
                            
                            Action, 
                            
                            Comedy"
https://www.rottentomatoes.com/m/blackberry,BlackBerry,"'BlackBerry' tells the story of Mike Lazaridis and Jim Balsillie, the two men that charted the course of the spectacular rise and catastrophic demise of the world's first smartphone.","Comedy, 
                            
                            Drama, 
                            
                            History"
https://www.rottentomatoes.com/m/meg_2_the_trench,Meg 2: The Trench,"Get ready for the ultimate adrenaline rush this summer in ""Meg 2: The Trench,"" a literally larger-than-life thrill ride that supersizes the 2018 blockbuster and takes the action to higher heights and even greater depths with multiple massive Megs and so much more! Dive into uncharted waters with Jason Statham and global action icon Wu Jing as they lead a daring research team on an exploratory dive into the deepest depths of the ocean. Their voyage spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival. Pitted against colossal Megs and relentless environmental plunderers, our heroes must outrun, outsmart, and outswim their merciless predators in a pulse-pounding race against time. Immerse yourself in the most electrifying cinematic experience of the year with ""Meg 2: The Trench"" -- where the depths of the ocean are matched only by the heights of sheer, unstoppable excitement!","Sci-fi, 
                            
                            Mystery & thriller, 
                            
                            Action, 
                            
                            Adventure"
https://www.rottentomatoes.com/m/m3gan,M3GAN,"M3GAN is a marvel of artificial intelligence, a life-like doll programmed to be a child's greatest companion and a parent's greatest ally. Designed by brilliant toy-company roboticist Gemma (Get Out's Allison Williams), M3GAN can listen and watch and learn as she becomes friend and teacher, playmate and protector, for the child she is bonded to. When Gemma suddenly becomes the caretaker of her orphaned 8-year-old niece, Cady (Violet McGraw, The Haunting of Hill House), Gemma's unsure and unprepared to be a parent. Under intense pressure at work, Gemma decides to pair her M3GAN prototype with Cady in an attempt to resolve both problems--a decision that will have unimaginable consequences.","Horror, 
                            
                            Mystery & thriller, 
                            
                            Sci-fi"
https://www.rottentomatoes.com/m/insidious_the_red_door,Insidious: The Red Door,"In Insidious: The Red Door, the horror franchise's original cast returns for the final chapter of the Lambert family's terrifying saga. To put their demons to rest once and for all, Josh (Patrick Wilson) and a college-aged Dalton (Ty Simpkins) must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/the_boogeyman,The Boogeyman,"High school student Sadie Harper and her younger sister Sawyer are reeling from the recent death of their mother and aren't getting much support from their father, Will, a therapist who is dealing with his own pain. When a desperate patient unexpectedly shows up at their home seeking help, he leaves behind a terrifying supernatural entity that preys on families and feeds on the suffering of its victims.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/the_nun_2018,The Nun,"When a young nun at a cloistered abbey in Romania takes her own life, a priest with a haunted past and a novitiate on the threshold of her final vows are sent by the Vatican to investigate. Together, they uncover the order's unholy secret. Risking not only their lives but their faith and their very souls, they confront a malevolent force in the form of a demonic nun.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/barbarian_2022,Barbarian,"Traveling to Detroit for a job interview, a young woman books a rental home. But when she arrives late at night, she discovers that the house is double booked and a strange man is already staying there. Against her better judgement, she decides to spend the evening, but soon discovers that there's a lot more to fear than just an unexpected house guest.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/asteroid_city,Asteroid City,The itinerary of a Junior Stargazer/Space Cadet convention (organized to bring together students and parents from across the country for fellowship and scholarly competition) is spectacularly disrupted by world-changing events.,"Comedy, 
                            
                            Drama, 
                            
                            Romance"
https://www.rottentomatoes.com/m/emily_the_criminal,Emily the Criminal,"Emily (Aubrey Plaza) is saddled with student debt and locked out of the job market due to a minor criminal record. Desperate for income, she takes a shady gig as a ""dummy shopper,"" buying goods with stolen credit cards supplied by a handsome and charismatic middleman named Youcef (Theo Rossi). Faced with a series of dead-end job interviews, Emily soon finds herself seduced by the quick cash and illicit thrills of black-market capitalism, and increasingly interested in her mentor Youcef. Together, they hatch a plan to bring their business to the next level in Los Angeles.","Crime, 
                            
                            Drama, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/interstellar_2014,Interstellar,"In Earth's future, a global crop blight and second Dust Bowl are slowly rendering the planet uninhabitable. Professor Brand (Michael Caine), a brilliant NASA physicist, is working on plans to save mankind by transporting Earth's population to a new home via a wormhole. But first, Brand must send former NASA pilot Cooper (Matthew McConaughey) and a team of researchers through the wormhole and across the galaxy to find out which of three planets could be mankind's new home.","Sci-fi, 
                            
                            Adventure, 
                            
                            Action"
https://www.rottentomatoes.com/m/avatar_the_way_of_water,Avatar: The Way of Water,"Set more than a decade after the events of the first film, ""Avatar: The Way of Water"" begins to tell the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.","Sci-fi, 
                            
                            Adventure, 
                            
                            Action, 
                            
                            Fantasy"
https://www.rottentomatoes.com/m/they_live,They Live,"Nada (Roddy Piper), a wanderer without meaning in his life, discovers a pair of sunglasses capable of showing the world the way it truly is. As he walks the streets of Los Angeles, Nada notices that both the media and the government are comprised of subliminal messages meant to keep the population subdued, and that most of the social elite are skull-faced aliens bent on world domination. With this shocking discovery, Nada fights to free humanity from the mind-controlling aliens.",Sci-fi
https://www.rottentomatoes.com/m/the_power_of_the_dog,The Power of the Dog,"Severe, pale-eyed, handsome, Phil Burbank is brutally beguiling. All of Phil's romance, power and fragility is trapped in the past and in the land: He can castrate a bull calf with two swift slashes of his knife; he swims naked in the river, smearing his body with mud. He is a cowboy as raw as his hides. The year is 1925. The Burbank brothers are wealthy ranchers in Montana. At the Red Mill restaurant on their way to market, the brothers meet Rose, the widowed proprietress, and her impressionable son Peter. Phil behaves so cruelly he drives them both to tears, reveling in their hurt and rousing his fellow cowhands to laughter -- all except his brother George, who comforts Rose then returns to marry her. As Phil swings between fury and cunning, his taunting of Rose takes an eerie form -- he hovers at the edges of her vision, whistling a tune she can no longer play. His mockery of her son is more overt, amplified by the cheering of Phil's cowhand disciples. Then Phil appears to take the boy under his wing. Is this latest gesture a softening that leaves Phil exposed, or a plot twisting further into menace?","Western, 
                            
                            Drama, 
                            
                            Romance"
https://www.rottentomatoes.com/m/beau_is_afraid,Beau Is Afraid,A paranoid man embarks on an epic odyssey to get home to his mother in this bold and ingeniously depraved new film from writer/director Ari Aster.,"Adventure, 
                            
                            Horror, 
                            
                            Mystery & thriller, 
                            
                            Comedy, 
                            
                            Drama"
https://www.rottentomatoes.com/m/madeleine_collins,Madeleine Collins,"In this tense psychological drama, Judith (Virginie Efira) leads a secret double life split between two households in two countries. In Switzerland, she lives with Abdel, with whom she is raising a little girl. In France, she lives with Melvil, with whom she has two older boys. Gradually this fragile balance, based on lies and back-and-forth trips, begins to veer dangerously off the rails.","Drama, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/prey_2022,Prey,"Set in the Comanche Nation 300 years ago, ""Prey"" is the story of a young woman, Naru, a fierce and highly skilled warrior. She has been raised in the shadow of some of the most legendary hunters who roam the Great Plains, so when danger threatens her camp, she sets out to protect her people. The prey she stalks, and ultimately confronts, turns out to be a highly evolved alien predator with a technically advanced arsenal, resulting in a vicious and terrifying showdown between the two adversaries.","Action, 
                            
                            Adventure, 
                            
                            Sci-fi"
https://www.rottentomatoes.com/m/sage,Sage,"A young African American woman moves to Los Angeles to pursue her dream of becoming an actress, but adulting is much harder than she expected. She gets the chance of a lifetime, but there's a catch. She finds herself in a distracting relationship as she juggles her personal and professional life.","Romance, 
                            
                            Comedy"
https://www.rottentomatoes.com/m/dont_worry_darling,Don't Worry Darling,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. The 1950's societal optimism espoused by their CEO, Frank--equal parts corporate visionary and motivational life coach--anchors every aspect of daily life in the tight-knit desert utopia. While the husbands spend every day inside the Victory Project Headquarters, working on the ""development of progressive materials,"" their wives--including Frank's elegant partner, Shelley--get to spend their time enjoying the beauty, luxury and debauchery of their community. Life is perfect, with every resident's needs met by the company. All they ask in return is discretion and unquestioning commitment to the Victory cause. But when cracks in her idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can't help questioning exactly what they're doing in Victory, and why. Just how much is Alice willing to lose to expose what's really going on in this paradise?",Mystery & thriller
https://www.rottentomatoes.com/m/jurassic_park,Jurassic Park,"In Steven Spielberg's massive blockbuster, paleontologists Alan Grant (Sam Neill) and Ellie Sattler (Laura Dern) and mathematician Ian Malcolm (Jeff Goldblum) are among a select group chosen to tour an island theme park populated by dinosaurs created from prehistoric DNA. While the park's mastermind, billionaire John Hammond (Richard Attenborough), assures everyone that the facility is safe, they find out otherwise when various ferocious predators break free and go on the hunt.","Adventure, 
                            
                            Action, 
                            
                            Sci-fi, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/fifty_shades_of_grey,Fifty Shades of Grey,"When college senior Anastasia Steele (Dakota Johnson) steps in for her sick roommate to interview prominent businessman Christian Grey (Jamie Dornan) for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.","Romance, 
                            
                            Drama"
https://www.rottentomatoes.com/m/bullet_train_2022,Bullet Train,"In Bullet Train, Brad Pitt stars as Ladybug, an unlucky assassin determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe -- all with connected, yet conflicting, objectives -- on the world's fastest train. From the director of Deadpool 2, David Leitch, the end of the line is only the beginning in a wild, non-stop thrill ride through modern-day Japan.","Action, 
                            
                            Comedy"
https://www.rottentomatoes.com/m/mob_land,Mob Land,"Deep in the heart of Dixie, in a small town struggling with the ravages of addiction, a local sheriff (John Travolta) tries to maintain the peace when desperate family man Shelby (Shiloh Fernandez) robs a pill mill with his reckless brother-in-law, Trey (Kevin Dillon). But the supposedly easy score takes a violent turn, alerting the New Orleans mafia's revenge-seeking enforcer (Stephen Dorff), who threatens Shelby's wife (Ashley Benson) and daughter. With its unpredictable twists and turns, Mob Land is a heart-pounding, action thriller.","Action, 
                            
                            Mystery & thriller, 
                            
                            Crime"
https://www.rottentomatoes.com/m/joy_ride_2023,Joy Ride,"The hilarious and unapologetically explicit story of identity and self-discovery centers on four unlikely friends who embark on a once-in-a-lifetime international adventure. When Audrey's (Ashley Park) business trip to Asia goes sideways, she enlists the aid of Lolo (Sherry Cola), her irreverent, childhood best friend who also happens to be a hot mess; Kat (Stephanie Hsu), her college friend turned Chinese soap star; and Deadeye (Sabrina Wu), Lolo's eccentric cousin. Their no-holds-barred, epic experience becomes a journey of bonding, friendship, belonging, and wild debauchery that reveals the universal truth of what it means to know and love who you are.",Comedy
https://www.rottentomatoes.com/m/host_2020,Host,Six friends accidentally invite the attention of a demonic presence during an online séance and begin noticing strange occurrences in their homes.,"Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/all_fun_and_games,All Fun and Games,"A Russo Brothers' ABGO production starring Natalia Dyer and Asa Butterfield, All Fun and Games explores the elements of cruelty inherent in children's games -- Flashlight Tag, Hangman, Hide & Seek -- and what happens when the games go too far. When a group of teens find a cursed knife in the woods, they unleash a malevolent demon that will not rest until it's claimed all of their lives and souls in a terrifying deathmatch.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/how_to_blow_up_a_pipeline,How to Blow Up a Pipeline,"A crew of young environmental activists execute a daring mission to sabotage an oil pipeline, in Daniel Goldhaber's taut and timely thriller that is part high-stakes heist, part radical exploration of the climate crisis. Based on the controversial book by Andreas Malm.","Mystery & thriller, 
                            
                            Drama"
https://www.rottentomatoes.com/m/perpetrator,Perpetrator,"Jonny Baptiste (Kiah McKirnan) is a reckless teen sent to live with her estranged Aunt Hildie (Alicia Silverstone). On her 18th birthday, she experiences a radical metamorphosis: a family spell that redefines her called Forevering. When several teen girls go missing at her new school, a mythically feral Jonny goes after the Perpetrator.",Horror
https://www.rottentomatoes.com/m/tenet,Tenet,"A secret agent embarks on a dangerous, time-bending mission to prevent the start of World War III.","Action, 
                            
                            Sci-fi, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/puppy_love_2023,Puppy Love,"After a disastrous first date, wild child Nicole and socially anxious Max vow to lose each other's numbers, until they learn that their dogs found a love match, and now puppies are on the way.","Romance, 
                            
                            Comedy"
https://www.rottentomatoes.com/m/air_2023,Air,"From award-winning director Ben Affleck, AIR reveals the unbelievable game-changing partnership between a then-rookie Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and contemporary culture with the Air Jordan brand. This moving story follows the career-defining gamble of an unconventional team with everything on the line, the uncompromising vision of a mother who knows the worth of her son’s immense talent, and the basketball phenom who would become the greatest of all time.","Drama, 
                            
                            Sports"
https://www.rottentomatoes.com/m/the_little_mermaid_2023,The Little Mermaid,"The youngest of King Triton's daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. While mermaids are forbidden to interact with humans, Ariel must follow her heart. She makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life -- and her father's crown -- in jeopardy.","Kids & family, 
                            
                            Musical, 
                            
                            Fantasy, 
                            
                            Romance"
https://www.rottentomatoes.com/m/are_you_there_god_its_me_margaret,"Are You There God? It's Me, Margaret.","For over fifty years, Judy Blume's classic and groundbreaking novel Are You There God? It's Me, Margaret. has impacted generations with its timeless coming of age story, insightful humor, and candid exploration of life's biggest questions. In Lionsgate's big-screen adaptation, 11-year-old Margaret (Abby Ryder Fortson) is uprooted from her life in New York City for the suburbs of New Jersey, going through the messy and tumultuous throes of puberty with new friends in a new school. She relies on her mother, Barbara (Rachel McAdams), who is also struggling to adjust to life outside the big city, and her adoring grandmother, Sylvia (Kathy Bates), who isn't happy they moved away and likes to remind them every chance she gets.","Comedy, 
                            
                            Drama"
https://www.rottentomatoes.com/m/missing_2023,Missing,"When her mother (Nia Long) disappears while on vacation in Colombia with her new boyfriend, June's (Storm Reid) search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it's too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",Mystery & thriller
https://www.rottentomatoes.com/m/the_batman,The Batman,"Batman ventures into Gotham City's underworld when a sadistic killer leaves behind a trail of cryptic clues. As the evidence begins to lead closer to home and the scale of the perpetrator's plans become clear, he must forge new relationships, unmask the culprit and bring justice to the abuse of power and corruption that has long plagued the metropolis.","Action, 
                            
                            Adventure, 
                            
                            Crime, 
                            
                            Drama"
https://www.rottentomatoes.com/m/amsterdam_2022,Amsterdam,In 1933 three close friends find themselves at the center of one of the most shocking secret plots in American history.,"Comedy, 
                            
                            Mystery & thriller, 
                            
                            Crime, 
                            
                            Drama"
https://www.rottentomatoes.com/m/vacation_friends_2,Vacation Friends 2,"Picking up a few months after the end of ""Vacation Friends,"" this uproarious sequel finds newly married couple Marcus (Lil Rel Howery) and Emily (Yvonne Orji) inviting their uninhibited besties Ron (John Cena) and Kyla (Meredith Hagner), who are also newly married and have a baby, to join them for a vacation when Marcus lands an all-expenses-paid trip to a Caribbean resort. His reason for traveling there in the first place is to meet with the owners of the resort to bid on a construction contract for a hotel they own in Chicago. But when Kyla's incarcerated father Reese (Steve Buscemi) is released from San Quentin and shows up at the resort unannounced at the worst possible moment, things get out of control, upending Marcus' best laid plans and turning the vacation friends' perfect trip into total chaos.",Comedy
https://www.rottentomatoes.com/m/trauma_therapy_psychosis,Trauma Therapy: Psychosis,"Vance is building a new base in the remote outskirts of Kirkcaldy, Scotland. There, his stoic assistant Elizabeth (Hannah New), along with former student John (David Josh Lawrence), recruit a hopeful new group of lost souls for an intensive retreat to solve their deep-seated problems.","Horror, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/chadgetstheaxe_2022,#chadgetstheaxe,"Four social media influencers live stream their trip to Devil's Manor, the former home of a satanic cult, but things start to go wrong. As the violence increases, so do the views.",Horror
https://www.rottentomatoes.com/m/the_whale_2022,The Whale,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,Drama
https://www.rottentomatoes.com/m/the_blackening,The Blackening,"The Blackening centers around a group of Black friends who reunite for a Juneteenth weekend getaway only to find themselves trapped in a remote cabin with a twisted killer. Forced to play by his rules, the friends soon realize this ain't no motherfu**in' game. Directed by Tim Story (Ride Along, Think Like A Man, Barbershop) and co-written by Tracy Oliver (Girls Trip, Harlem) and Dewayne Perkins (The Amber Ruffin Show, Brooklyn Nine-Nine), The Blackening skewers genre tropes and poses the sardonic question: if the entire cast of a horror movie is Black, who dies first?","Horror, 
                            
                            Comedy"
https://www.rottentomatoes.com/m/the_menu,The Menu,"A couple (Anya Taylor-Joy and Nicholas Hoult) travels to a coastal island to eat at an exclusive restaurant where the chef (Ralph Fiennes) has prepared a lavish menu, with some shocking surprises.","Horror, 
                            
                            Mystery & thriller, 
                            
                            Comedy"
https://www.rottentomatoes.com/m/no_hard_feelings_2023,No Hard Feelings,"On the brink of losing her childhood home, Maddie (Jennifer Lawrence) discovers an intriguing job listing: wealthy helicopter parents looking for someone to ""date"" their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",Comedy
https://www.rottentomatoes.com/m/the_equalizer_2013,The Equalizer,"Robert McCall (Denzel Washington), a man of mysterious origin who believes he has put the past behind him, dedicates himself to creating a quiet new life. However, when he meets Teri (Chloë Grace Moretz), a teenager who has been manhandled by violent Russian mobsters, he simply cannot walk away. With his set of formidable skills, McCall comes out of self-imposed retirement and emerges as an avenging angel, ready to take down anyone who brutalizes the helpless.","Action, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/they_cloned_tyrone,They Cloned Tyrone,"A series of eerie events thrusts an unlikely trio (John Boyega, Jamie Foxx and Teyonah Parris) onto the trail of a nefarious government conspiracy in this pulpy mystery caper.","Sci-fi, 
                            
                            Comedy"
https://www.rottentomatoes.com/m/the_nice_guys,The Nice Guys,Holland March (Ryan Gosling) is a down-on-his-luck private eye in 1977 Los Angeles. Jackson Healy (Russell Crowe) is a hired enforcer who hurts people for a living. Fate turns them into unlikely partners after a young woman named Amelia (Margaret Qualley) mysteriously disappears. Healy and March soon learn the hard way that some dangerous people are also looking for Amelia. Their investigation takes them to dark places as anyone else who gets involved in the case seems to wind up dead.,"Action, 
                            
                            Comedy, 
                            
                            Mystery & thriller"
https://www.rottentomatoes.com/m/fast_x,Fast X,"Over many missions and against impossible odds, Dom Toretto (Vin Diesel) and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything--and everyone--that Dom loves, forever.","Action, 
                            
                            Adventure"
https://www.rottentomatoes.com/m/sisu_2022,Sisu,"During the last desperate days of WWII, a solitary prospector (Jorma Tommila) crosses paths with Nazis on a scorched-earth retreat in northern Finland. When the Nazis steal his gold, they quickly discover that they have just tangled with no ordinary miner. While there is no direct translation for the Finnish word ""sisu"", this legendary ex-commando will embody what sisu means: a white-knuckled form of courage and unimaginable determination in the face of overwhelming odds. And no matter what the Nazis throw at him, the one-man death squad will go to outrageous lengths to get his gold back -- even if it means killing every last Nazi in his path.","Action, 
                            
                            War"
